OID_,Site_1,ZONE_CODE,COUNT,AREA,Variable,Dimensions,StdTime,StdTime_Max,SUM,Population,OBJECTID,Id,gridcode,Site,OBJECTID_1,FID_Yukon_spawning_sites,Site_12,Latitude,Longitude,FID_YRC_CU,OBJECTID_12,WATERSHED_,SUB_SUB_DR,MAJOR_DRAI,MAJOR_DR_1,SUB_DRAINA,SUB_DRAI_1,SUB_SUB__1,SUB_SUB__2,GEOMETRY_A,GEOMETRY_L,Shape_Leng,Shape_Length,Shape_Area,Drainage_area,Mean_elev,Isolated,Sporadic,Extensive_disc,Continuous,Prod_level
1930,LTeslinR,68,35505.000000000000000,35505.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,7014690.860927585512400,Teslin,68,269,76,LTeslinR,31,76,LTeslinR,61.567909999999998,-134.895039999999995,4,25,69,09AC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Takhini,Takhini,8298916147.529999732971191,537860.234718000050634,537860.234718000050634,1564781.833619125653058,35342435075.978332519531250,35342435075.978332519531250,1157.017670529000043,1741467600.000000000000000,21724977600.000000000000000,9571852800.000000000000000,2304119700.000000000000000,major
1931,SMSYukonR,69,32026.000000000000000,32026.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,10665815.601842885836959,Upper Lakes and Mainstem,69,215,91,SMSYukonR,32,91,SMSYukonR,61.571950000000001,-134.907559999999989,4,25,69,09AC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Upper Lakes and Mainstem,Eaux d'amont du Yukon,Takhini,Takhini,8298916147.529999732971191,537860.234718000050634,537860.234718000050634,1203299.398582952097058,31930973263.916919708251953,31930973263.916919708251953,1141.669624958140048,4732308900.000000000000000,15568292700.000000000000000,6270642900.000000000000000,5359680000.000000000000000,minor
1932,TakhiniR,70,8357.000000000000000,8357.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,2492293.759799958206713,Upper Lakes and Mainstem,70,0,93,TakhiniR,22,93,TakhiniR,60.841439999999999,-135.183369999999996,4,25,69,09AC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Upper Lakes and Mainstem,Eaux d'amont du Yukon,Takhini,Takhini,8298916147.529999732971191,537860.234718000050634,537860.234718000050634,537860.234717756859027,8298916147.525073051452637,8298916147.525073051452637,1242.764827780059932,219302100.000000000000000,3941457300.000000000000000,2121325200.000000000000000,2016823500.000000000000000,major
1933,SixtyMileR,71,3630.000000000000000,3630.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,603469.929786681081168,Lower Mainstem,71,1,18,SixtyMileR,87,18,SixtyMileR,63.563299999999998,-139.762110000000007,5,44,18,09ED,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Lower Mainstem,Cours moyen du Yukon,Central Yukon - Tatonduk,Cours moyen du Yukon - Tatonduk,23044564367.099998474121094,962165.123398000025190,962165.123398000025190,326692.660093462211080,3430539179.705083370208740,3430539179.705083370208740,862.552077452884987,0.000000000000000,113427000.000000000000000,3154103100.000000000000000,162992700.000000000000000,minor
1934,RusselCr,72,522.000000000000000,522.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,112391.189949035659083,Pelly,72,86,62,RusselCr,76,62,RusselCr,63.036239999999999,-133.390350000000012,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,146126.390510803990765,500915546.066150724887848,500915546.066150724887848,1208.337175359479943,0.000000000000000,2700.000000000000000,498383100.000000000000000,2511900.000000000000000,minor
1935,HuskyDogCr,73,433.000000000000000,433.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,80771.119926452680374,Pelly,73,87,49,HuskyDogCr,78,49,HuskyDogCr,63.093470000000003,-132.461489999999998,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,122114.048277347101248,413523990.082763791084290,413523990.082763791084290,1176.903973185640098,0.000000000000000,0.000000000000000,413282700.000000000000000,255600.000000000000000,minor
1936,LittleKalzasR,74,448.000000000000000,448.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,91359.060073852495407,Pelly,74,97,51,LittleKalzasR,72,51,LittleKalzasR,62.890290000000000,-135.470699999999994,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,123189.458480114364647,432697024.127686560153961,432697024.127686560153961,1070.867244903000028,0.000000000000000,1611900.000000000000000,403245900.000000000000000,27859500.000000000000000,minor
1937,NeedlerockCr,75,1077.000000000000000,1077.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,161118.399902343924623,Pelly,75,99,57,NeedlerockCr,68,57,NeedlerockCr,62.806060000000002,-136.212469999999996,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,303274.816586410917807,1035036296.184201478958130,1035036296.184201478958130,821.974461523856007,0.000000000000000,0.000000000000000,1035054000.000000000000000,900.000000000000000,minor
1938,EarnR,76,1662.000000000000000,1662.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,280751.139739990408998,Pelly,76,100,46,EarnR,64,46,EarnR,62.736480000000000,-134.697290000000010,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,319099.916714571765624,1600746437.338617563247681,1600746437.338617563247681,957.737183332125028,0.000000000000000,162000.000000000000000,1600372800.000000000000000,194400.000000000000000,minor
1939,MicaCr,77,1638.000000000000000,1638.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,267419.600112914398778,Pelly,77,119,53,MicaCr,69,53,MicaCr,62.816369999999999,-136.566969999999998,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,296746.532017450197600,1581708599.819700956344604,1581708599.819700956344604,815.207368110156949,0.000000000000000,0.000000000000000,1581691500.000000000000000,0.000000000000000,minor
1940,LittleSalmonR,78,3709.000000000000000,3709.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,568363.529861450311728,Carmacks,78,169,30,LittleSalmonR,50,30,LittleSalmonR,62.053959999999996,-135.666329999999988,7,0,0, , , ,Carmacks, , , ,0.000000000000000,0.000000000000000,0.000000000000000,563674.997752159484662,3600520329.210199832916260,3600520329.210199832916260,1139.813003573610104,0.000000000000000,3377700.000000000000000,3580049700.000000000000000,17145900.000000000000000,major
1941,BearfeedCr,79,414.000000000000000,414.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,62142.369873046867724,Carmacks,79,176,21,BearfeedCr,52,21,BearfeedCr,62.167929999999998,-135.077650000000006,7,0,0, , , ,Carmacks, , , ,0.000000000000000,0.000000000000000,0.000000000000000,130877.598858603611006,405338410.863775908946991,405338410.863775908946991,1092.420339363169887,0.000000000000000,37800.000000000000000,405231300.000000000000000,60300.000000000000000,minor
1942,AnvilCr,80,1017.000000000000000,1017.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,193170.509994506981457,Pelly,80,184,42,AnvilCr,56,42,AnvilCr,62.444310000000002,-134.129030000000000,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,202617.209995326673379,979990725.377676725387573,979990725.377676725387573,1349.445914475280006,704700.000000000000000,0.000000000000000,979066800.000000000000000,272700.000000000000000,minor
1943,KluaneR,81,8484.000000000000000,8484.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,1665917.409561159322038,White Donjek,81,204,28,KluaneR,41,28,KluaneR,61.876849999999997,-139.720290000000006,3,8,44,09CA,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,White Donjek,Cours supérieur du Yukon,Donjek,Donjek,26540744634.900001525878906,940515.556288999971002,940515.556288999971002,885111.534838129533455,8332932946.202279090881348,8332932946.202279090881348,1456.304356605910016,0.000000000000000,605926800.000000000000000,3979634400.000000000000000,3747423600.000000000000000,minor
1944,NBigSalmonR,82,1679.000000000000000,1679.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,226012.629974365234375,Carmacks,82,255,32,NBigSalmonR,38,32,NBigSalmonR,61.762090000000001,-134.613910000000004,7,0,0, , , ,Carmacks, , , ,0.000000000000000,0.000000000000000,0.000000000000000,288197.335072751331609,1641153750.338869810104370,1641153750.338869810104370,1339.558978329230058,0.000000000000000,34114500.000000000000000,1578730500.000000000000000,28278900.000000000000000,minor
1945,LapieR,83,1481.000000000000000,1481.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,208956.240005493134959,Pelly,83,260,50,LapieR,47,50,LapieR,62.029190000000000,-132.608239999999995,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,260914.555101468373323,1442518877.549877405166626,1442518877.549877405166626,1415.461419723520066,0.000000000000000,0.000000000000000,1417318200.000000000000000,25203600.000000000000000,minor
1946,SBigSalmonR,84,1077.000000000000000,1077.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,143618.530265808221884,Carmacks,84,265,36,SBigSalmonR,33,36,SBigSalmonR,61.607349999999997,-134.437739999999991,7,0,0, , , ,Carmacks, , , ,0.000000000000000,0.000000000000000,0.000000000000000,203567.709437506244285,1058571449.420413494110107,1058571449.420413494110107,1288.190225268700033,0.000000000000000,216215100.000000000000000,690714900.000000000000000,151628400.000000000000000,minor
1947,McConnelR,85,1075.000000000000000,1075.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,154133.169937133876374,Teslin,85,275,77,McConnelR,30,77,McConnelR,61.280870000000000,-132.500499999999988,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,216294.757496881473344,1055468882.534691095352173,1055468882.534691095352173,1427.876266535090053,0.000000000000000,13723200.000000000000000,1004681700.000000000000000,37080900.000000000000000,minor
1948,McNeilR,86,1086.000000000000000,1086.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,185110.160148620925611,Teslin,86,286,81,McNeilR,26,81,McNeilR,61.163580000000003,-132.287080000000003,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,224698.883748669613851,1064301033.354969859123230,1064301033.354969859123230,1351.907646687589931,0.000000000000000,60578100.000000000000000,974755800.000000000000000,28945800.000000000000000,minor
1949,MendenhallR,87,1192.000000000000000,1192.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,157994.489997863711324,Upper Lakes and Mainstem,87,287,82,MendenhallR,17,82,MendenhallR,60.755870000000002,-136.043149999999997,4,25,69,09AC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Upper Lakes and Mainstem,Eaux d'amont du Yukon,Takhini,Takhini,8298916147.529999732971191,537860.234718000050634,537860.234718000050634,244707.548744456144050,1182376375.988016605377197,1182376375.988016605377197,1054.451865760320061,0.000000000000000,824506200.000000000000000,261899100.000000000000000,95930100.000000000000000,minor
1950,ScurvyCr,88,129.000000000000000,129.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,20746.519958496108302,Carmacks,88,288,37,ScurvyCr,29,37,ScurvyCr,61.215190000000000,-133.241219999999998,7,0,0, , , ,Carmacks, , , ,0.000000000000000,0.000000000000000,0.000000000000000,62609.953335900740058,127105661.886720433831215,127105661.886720433831215,1465.817725431579902,0.000000000000000,9910800.000000000000000,79893000.000000000000000,37293300.000000000000000,minor
1951,Hundred-MileCr,89,560.000000000000000,560.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,80257.640014648553915,Teslin,89,293,72,Hundred-MileCr,25,72,Hundred-MileCr,61.053669999999997,-132.930260000000004,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,163626.275523429416353,561654292.061644077301025,561654292.061644077301025,1037.229657845749898,0.000000000000000,527130000.000000000000000,34401600.000000000000000,117000.000000000000000,minor
1952,MichieCr,90,793.000000000000000,793.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,73501.580038070664159,Upper Lakes and Mainstem,90,295,83,MichieCr,15,83,MichieCr,60.673960000000001,-134.472739999999988,4,25,69,09AC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Upper Lakes and Mainstem,Eaux d'amont du Yukon,Takhini,Takhini,8298916147.529999732971191,537860.234718000050634,537860.234718000050634,231343.922657735878602,791616156.703610658645630,791616156.703610658645630,1075.619671138719923,0.000000000000000,632835900.000000000000000,135547200.000000000000000,23265900.000000000000000,minor
1953,FlatCr,91,124.000000000000000,124.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,15196.199943542480469,Upper Lakes and Mainstem,91,299,69,FlatCr,23,69,FlatCr,60.858379999999997,-135.517590000000013,4,25,69,09AC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Upper Lakes and Mainstem,Eaux d'amont du Yukon,Takhini,Takhini,8298916147.529999732971191,537860.234718000050634,537860.234718000050634,72641.451922350272071,124204161.913082867860794,124204161.913082867860794,1212.899056071280029,0.000000000000000,63794700.000000000000000,45263700.000000000000000,15129900.000000000000000,minor
1954,WolfR,92,4034.000000000000000,4034.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,858779.589736938709393,Teslin,92,310,98,WolfR,131,98,WolfR,,,,,,,,,Teslin,,,,,,,689899.453904795111157,3997616934.947450637817383,3997616934.947450637817383,1150.902241748179904,0.000000000000000,3218466600.000000000000000,600675300.000000000000000,178589700.000000000000000,major
1955,Thirty-MileCr,93,107.000000000000000,107.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,17864.419960021976294,Teslin,93,321,94,Thirty-MileCr,14,94,Thirty-MileCr,60.668170000000003,-132.857100000000003,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,76676.530082460885751,108232980.241216957569122,108232980.241216957569122,1117.872305640029936,4521600.000000000000000,79922700.000000000000000,22609800.000000000000000,1197900.000000000000000,minor
1956,SmartR,94,717.000000000000000,717.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,196117.940216064045671,Teslin,94,350,90,SmartR,8,90,SmartR,59.933729999999997,-131.756159999999994,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,152589.632636298105353,710034699.217274427413940,710034699.217274427413940,1281.208048924140030,0.000000000000000,345355200.000000000000000,245697300.000000000000000,118976400.000000000000000,minor
1957,MacmillanR,95,14659.000000000000000,14659.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,2798131.780960083473474,Pelly,95,1,52,MacmillanR,71,52,MacmillanR,62.867339999999999,-135.898689999999988,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,1352894.518448120215908,14055691572.670930862426758,14055691572.670930862426758,1099.182686356909926,0.000000000000000,52680600.000000000000000,13912768800.000000000000000,90142200.000000000000000,minor
1958,JenningsR,96,3743.000000000000000,3743.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,910903.360260009765625,Teslin,96,1,74,JenningsR,4,74,JenningsR,59.665889999999997,-132.141289999999998,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,505845.799183582712431,3763998917.951196670532227,3763998917.951196670532227,1305.574973673850081,9593100.000000000000000,2165235300.000000000000000,1133067600.000000000000000,456114600.000000000000000,minor
1959,OtterCr(Pel),97,1097.000000000000000,1097.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,198350.069869995204499,Pelly,97,1,58,OtterCr(Pel),58,58,OtterCr(Pel),62.463880000000003,-131.319700000000012,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,275579.428281467931811,1057716012.218750596046448,1057716012.218750596046448,1110.801605091829970,0.000000000000000,0.000000000000000,1057767300.000000000000000,0.000000000000000,minor
1960,NislingR,98,11739.000000000000000,11739.000000000000000,swe,StdTime,2004-01-01 0:00:00,2005-01-01 0:00:00,1590951.510047908406705,White Donjek,98,4,33,NislingR,57,33,NislingR,62.462989999999998,-139.481699999999989,3,8,44,09CA,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,White Donjek,Cours supérieur du Yukon,Donjek,Donjek,26540744634.900001525878906,940515.556288999971002,940515.556288999971002,828210.537438047002070,11456657135.101575851440430,11456657135.101575851440430,1150.582546117899938,0.000000000000000,45372600.000000000000000,10250586900.000000000000000,1160729100.000000000000000,major
1961,CoalCr,1,1200.000000000000000,1200.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,231115.709770203102380,Lower Mainstem,1,5,3,CoalCr,98,3,CoalCr,64.478579999999994,-140.421050000000008,5,44,18,09ED,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Lower Mainstem,Cours moyen du Yukon,Central Yukon - Tatonduk,Cours moyen du Yukon - Tatonduk,23044564367.099998474121094,962165.123398000025190,962165.123398000025190,215957.776225798763335,1126591776.870468139648438,1126591776.870468139648438,1007.819046418940047,0.000000000000000,217538100.000000000000000,715527000.000000000000000,193551300.000000000000000,minor
1962,SelwynR,2,1059.000000000000000,1059.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,136109.450027465965832,Middle Mainstem,2,122,38,SelwynR,67,38,SelwynR,62.803510000000003,-138.284619999999990,0,1,38,09CD,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Middle Mainstem,Cours supérieur du Yukon,Upper Yukon - White,Cours supérieur du Yukon - White,5273477402.329999923706055,457456.671924999973271,457456.671924999973271,163841.384332697285572,1021976637.910903334617615,1021976637.910903334617615,1145.869016961439911,0.000000000000000,0.000000000000000,943431300.000000000000000,78557400.000000000000000,minor
1963,KlottasinCr,3,2489.000000000000000,2489.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,246799.850006103515625,White Donjek,3,149,27,KlottasinCr,60,27,KlottasinCr,62.565379999999998,-139.510040000000004,3,8,44,09CA,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,White Donjek,Cours supérieur du Yukon,Donjek,Donjek,26540744634.900001525878906,940515.556288999971002,940515.556288999971002,291710.923419124213979,2397857006.050797939300537,2397857006.050797939300537,989.282439953404946,0.000000000000000,0.000000000000000,2275278300.000000000000000,122579100.000000000000000,minor
1964,TatchunCr,4,1167.000000000000000,1167.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,79331.140037536548334,Middle Mainstem,4,150,39,TatchunCr,55,39,TatchunCr,62.285530000000001,-136.325240000000008,0,1,38,09CD,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Middle Mainstem,Cours supérieur du Yukon,Upper Yukon - White,Cours supérieur du Yukon - White,5273477402.329999923706055,457456.671924999973271,457456.671924999973271,198639.457508832856547,1136951494.748538017272949,1136951494.748538017272949,876.889676325487017,0.000000000000000,56700.000000000000000,1136883600.000000000000000,2700.000000000000000,major
1965,TincupCr,5,530.000000000000000,530.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,43346.509975433356885,White Donjek,5,176,40,TincupCr,43,40,TincupCr,61.887680000000003,-139.545330000000007,3,8,44,09CA,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,White Donjek,Cours supérieur du Yukon,Donjek,Donjek,26540744634.900001525878906,940515.556288999971002,940515.556288999971002,183250.981390917761018,518003256.834722220897675,518003256.834722220897675,1146.810941729620026,0.000000000000000,0.000000000000000,395514000.000000000000000,122498100.000000000000000,minor
1966,M’ClintockR,6,1694.000000000000000,1694.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,216507.489990234404104,Upper Lakes and Mainstem,6,235,79,M’ClintockR,12,79,M’ClintockR,60.558940000000000,-134.489360000000005,4,25,69,09AC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Upper Lakes and Mainstem,Eaux d'amont du Yukon,Takhini,Takhini,8298916147.529999732971191,537860.234718000050634,537860.234718000050634,330218.953414032119326,1680005322.657214403152466,1680005322.657214403152466,1104.416963551489971,0.000000000000000,1218762900.000000000000000,377649000.000000000000000,83602800.000000000000000,minor
1967,NSwiftR,7,290.000000000000000,290.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,49247.000099182143458,Teslin,7,238,85,NSwiftR,21,85,NSwiftR,60.810409999999997,-133.857319999999987,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,105722.772713580750860,285323169.668945968151093,285323169.668945968151093,1206.488111616190054,0.000000000000000,137702700.000000000000000,123937200.000000000000000,23643000.000000000000000,minor
1968,RedR,8,1046.000000000000000,1046.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,229638.120117187529104,Teslin,8,250,86,RedR,16,86,RedR,60.735909999999997,-132.113570000000010,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,246931.893693022517255,1024226613.349197149276733,1024226613.349197149276733,1106.563140527570113,0.000000000000000,914058000.000000000000000,108170100.000000000000000,2011500.000000000000000,minor
1969,SidneyCr,9,842.000000000000000,842.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,171322.319847107050009,Teslin,9,262,89,SidneyCr,18,89,SidneyCr,60.757120000000000,-132.942180000000008,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,181583.940720166807296,833525109.686518669128418,833525109.686518669128418,1223.059975929350003,98451000.000000000000000,423164700.000000000000000,220330800.000000000000000,91575000.000000000000000,minor
1970,SquangaCr,10,815.000000000000000,815.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,117678.679962158174021,Teslin,10,264,92,SquangaCr,11,92,SquangaCr,60.541620000000002,-133.430340000000001,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,248331.146868453331990,809904994.474126100540161,809904994.474126100540161,1042.821349181499954,35739000.000000000000000,698270400.000000000000000,69386400.000000000000000,6526800.000000000000000,minor
1971,GladysR,11,2352.000000000000000,2352.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,446084.020149230258539,Teslin,11,283,70,GladysR,6,70,GladysR,59.797829999999998,-132.283140000000003,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,434572.385599164874293,2356477333.347676277160645,2356477333.347676277160645,1186.992667141460061,35712000.000000000000000,1617666300.000000000000000,406200600.000000000000000,296881200.000000000000000,minor
1972,KlinkitCr,12,716.000000000000000,716.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,183251.709854126005666,Teslin,12,284,75,KlinkitCr,1,75,KlinkitCr,59.428310000000003,-131.358519999999999,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,181949.634061990538612,725191663.361323356628418,725191663.361323356628418,1339.605436994650063,0.000000000000000,391843800.000000000000000,241029000.000000000000000,92274300.000000000000000,minor
1973,McNaughtonCr,13,1044.000000000000000,1044.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,276579.060165405215230,Teslin,13,288,80,McNaughtonCr,7,80,McNaughtonCr,59.929920000000003,-131.258180000000010,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,264774.998391650791746,1039750131.759751439094543,1039750131.759751439094543,1367.292438064340104,0.000000000000000,480031200.000000000000000,371037600.000000000000000,188711100.000000000000000,minor
1974,UTeslinR,14,2367.000000000000000,2367.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,748023.950317382696085,Teslin,14,292,96,UTeslinR,2,96,UTeslinR,59.484940000000002,-132.099880000000013,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,334393.239699084893800,2395786832.900381088256836,2395786832.900381088256836,1096.922194838010000,796954500.000000000000000,1076032800.000000000000000,421063200.000000000000000,101682000.000000000000000,minor
